Date,Upper West Side,Upper East Side,East Brooklyn,Washington Heights,Astoria-Long Island City,Williamsburg,Bedford-Stuyvesant,Flatbush,Jamaica,Harlem,Williams Bridge,East Harlem,Corona,Sunset Park,Borough Park,Bensonhurst,Soundview,Lower East Side,Canarsie,South Bronx,Flushing,Gravesend-Sheepshead Bay,Forest Hills,East Village,Ridgewood,Jackson Heights,Mapleton-Flatlands,Queens Village,Park Slope,Gramercy,Brownsville,Woodhaven-Richmond Hill,Bay Ridge,Bayside,Maspeth,Hamilton Heights,Chelsea,Woodside,Sunny Side,Greenwich Village,Coney Island,Morningside Heights,Parkchester,Dyker Heights,Wakefield-Williamsbridge,Morris Park,Saintalbans,Throggs Neck,Whitestone,Fort Green,Greenwood,Kings Bridge,Glendale,Middle Village,Clinton,Financial District,Auburndale,Laurelton,Rosedale,Howard Beach,College Point,Ettingville,Douglastown-Little Neck,Great Kills,West Village,Nkew Gardens,North Sutton Area,Midtown,Port Richmond,Baychester,Spuyten Duyvil,The Rockaways,Battery Park,Ardon Heights,Mariners Harbor,Riverdale,Oakwood,Carroll Gardens,Boerum Hill,Rosebank,Rossville,Murray Hill,Tottensville,Huguenot,Downtown,Richmondtown,Eastchester,Prince's Bay,Midland Beach,Little Italy,South Beach,Springfield Gardens,Country Club,Cobble Hill,Woodlawn-Nordwood,Annandale,Clearview,New Brighton,Woodrow,Westerleigh-Castleton,Garment District,Todt Hill,City Island,Utopia,Bloomfield-Chelsea-Travis
2013-08,3277.557186,3107.945288,1720.211578,1983.302761,1902.351628,2527.795501,1965.956089,1778.99752,1676.8449,2313.853221,1563.127832,2438.171032,1790.561968,1809.836047,1751.050105,1653.716004,1589.147839,3180.223086,1672.02638,1561.200424,1816.581975,1707.683427,1779.961224,3199.497165,1672.990084,1780.924928,1669.135268,1729.848618,2506.594014,3180.223086,1666.244156,1683.590827,1821.400494,1929.335339,1787.670856,2311.925813,3397.056478,1817.545679,1832.964942,3436.56834,1763.578257,2837.144474,1563.127832,1708.647131,1555.4182,1560.23672,1687.445643,1594.930063,1878.259028,2569.234772,2177.970962,1551.563384,1698.046387,1822.364198,3245.754955,3298.758673,1920.662003,1690.336755,1682.627123,1700.937499,1798.271599,1973.665721,1888.859772,1955.355346,3473.189091,1707.683427,3305.504601,3408.620925,1932.22645,1563.127832,1660.461932,1676.8449,3276.593482,1987.157576,1927.407931,1669.135268,1981.375353,2646.331089,2665.605168,1917.770891,1982.339057,3143.602335,2006.431656,2020.887215,2728.245926,1967.883497,1555.4182,2007.39536,1955.355346,3493.426874,1898.496812,1667.20786,1612.276734,2644.403681,1571.801167,2009.322768,1890.78718,1904.279035,1973.665721,1960.173865,3185.041605,2799.560019,1656.607116,1879.222732,1949.573122
2013-09,3237.066312,3065.127182,1728.03629,2048.861259,1900.935974,2531.059268,2008.518,1775.103426,1688.653584,2328.382416,1545.531067,2431.161673,1782.787856,1798.156717,1735.72072,1637.744232,1567.623805,3148.695363,1660.797523,1540.728298,1816.407239,1681.929707,1777.985087,3172.709208,1682.890261,1783.74841,1655.994754,1767.418995,2520.493176,3156.379793,1655.994754,1704.022445,1841.381638,1924.949819,1781.827302,2317.816324,3405.163228,1815.446686,1838.499977,3440.703718,1775.103426,2795.211563,1556.097159,1700.180229,1547.452175,1543.60996,1702.101337,1580.111004,1871.158806,2584.850281,2181.417684,1531.12276,1709.785767,1819.288901,3251.474619,3276.449018,1923.989265,1702.101337,1690.574691,1714.588536,1783.74841,1993.149139,1877.882683,1965.293079,3473.362548,1723.233521,3262.040711,3366.741076,1930.713142,1550.333836,1665.600292,1690.574691,3245.711297,2009.478554,1922.068158,1667.5214,1993.149139,2687.629538,2699.156183,1939.358126,2003.715231,3116.997087,2018.123538,2057.506244,2737.578335,1972.016955,1543.60996,2029.650183,1970.095848,3502.179162,1942.239787,1672.324169,1595.479865,2669.379015,1561.860482,2036.37406,1889.409328,1900.935974,2004.675785,1981.622493,3183.275299,2828.830947,1644.468109,1908.620404,1970.095848
2013-10,3258.033878,3059.05523,1750.239368,2060.298328,1921.206458,2538.426633,2069.957486,1784.046419,1712.568653,2335.584322,1553.192551,2448.596466,1808.194314,1794.671493,1730.921052,1630.465813,1566.715372,3202.976679,1650.750044,1552.226636,1835.239955,1674.897938,1800.466987,3232.920068,1714.500484,1816.887555,1656.545538,1813.023892,2537.460717,3206.840342,1652.681875,1745.409789,1853.592355,1943.422521,1794.671493,2322.061501,3465.705768,1828.478545,1861.319681,3516.899303,1787.910083,2808.883047,1571.544951,1691.318506,1561.885793,1554.158467,1723.193726,1586.999603,1890.297154,2605.07482,2203.253862,1530.010573,1741.546126,1828.478545,3292.806846,3303.431919,1948.2521,1720.295979,1707.739074,1754.103031,1799.501072,2024.559445,1893.194901,1989.786478,3526.558461,1756.034862,3324.682066,3404.853074,1902.854059,1558.988046,1693.250337,1725.125558,3278.318109,2037.11635,1896.092648,1688.420759,2014.900287,2709.393723,2720.984712,1945.354352,2026.491277,3151.783144,2070.923402,2111.491864,2761.553174,1997.513804,1557.056214,2086.378054,1992.684225,3586.445238,1974.331825,1684.557096,1594.726929,2676.552587,1570.579035,2088.309886,1911.547301,1874.842501,2051.605087,1982.059151,3233.885984,2870.701656,1638.193139,1964.672668,1987.854646
2013-11,3283.077824,3055.394495,1769.369594,2073.268952,1946.885409,2522.847049,2113.788866,1801.20667,1727.88492,2328.930316,1565.805262,2468.820497,1835.938025,1781.911472,1723.06112,1620.796575,1568.699542,3254.135028,1643.950811,1574.488101,1856.197982,1669.034568,1819.537107,3280.183544,1721.131601,1852.338942,1643.950811,1852.338942,2522.847049,3246.416949,1652.63365,1763.581035,1843.656104,1971.969166,1801.20667,2311.564639,3500.148793,1847.515143,1886.105538,3565.752464,1791.559071,2801.662651,1577.382381,1677.717407,1569.664302,1564.840502,1744.285838,1589.924259,1916.977853,2583.626921,2213.159132,1534.932947,1744.285838,1828.219946,3314.914899,3324.562498,1986.440564,1734.638239,1716.307801,1782.876232,1815.678068,2020.207159,1922.766413,1987.405324,3564.787704,1773.228633,3366.047172,3440.333682,1850.409423,1571.593822,1702.801163,1742.356318,3300.443501,2030.819518,1857.162742,1688.329765,2007.665281,2658.87819,2684.926707,1918.907373,2020.207159,3189.496117,2090.634629,2121.506945,2752.459897,1996.088163,1565.805262,2101.246988,1990.299603,3653.545612,1975.828205,1691.224045,1591.853779,2627.041115,1581.24142,2096.423189,1941.09685,1826.290426,2058.797554,1939.16733,3256.064547,2961.812788,1633.338453,2025.030958,1988.370084
2013-12,3338.310633,3068.080227,1762.288296,2011.286314,1989.088816,2536.30539,2135.785323,1834.671441,1744.916341,2319.155956,1576.987446,2506.387024,1881.961762,1799.927531,1744.916341,1638.754396,1569.266577,3298.741181,1645.510156,1582.778097,1883.891979,1693.765586,1852.043396,3324.799113,1742.986124,1888.717522,1646.475265,1878.101328,2505.421915,3294.880747,1659.986785,1775.799817,1830.811007,2008.390988,1822.125029,2256.423897,3529.402135,1874.240893,1912.845237,3601.78528,1824.055246,2816.186883,1571.196794,1691.835369,1582.778097,1568.301468,1761.323188,1593.394292,1951.449581,2562.363322,2225.540422,1539.348211,1761.323188,1843.357418,3336.380416,3334.450199,2024.797834,1746.846559,1729.474604,1808.613509,1858.799156,1985.228382,1959.17045,1960.135558,3576.692457,1790.276445,3401.042692,3513.960398,1807.6484,1572.161903,1685.079609,1763.253405,3310.322484,1998.739902,1819.229703,1672.533197,1977.507513,2603.862992,2638.606901,1876.171111,1978.472622,3245.660208,2069.19283,2075.94859,2743.803738,1973.647079,1573.127011,2059.541744,1972.68197,3684.784619,1944.693821,1703.416672,1592.429183,2592.281689,1589.533858,2057.611527,1971.716862,1790.276445,2018.042074,1895.473282,3274.613466,2958.057847,1619.452224,2063.402178,1966.891319
2014-01,3354.491783,3072.32039,1743.723559,1969.460674,2012.503767,2530.93392,2132.067917,1849.896524,1748.506125,2309.979372,1569.638157,2515.629709,1895.809157,1801.114351,1776.245008,1661.463424,1551.464406,3284.66632,1646.159213,1567.725131,1889.113565,1710.245597,1863.287709,3321.970335,1741.810533,1893.896131,1645.2027,1903.461263,2483.108261,3282.753294,1651.898292,1766.679876,1832.679286,2022.068899,1829.809747,2221.980158,3539.09883,1888.157052,1923.54804,3592.66357,1835.548826,2824.583472,1543.812301,1723.636782,1576.333749,1552.420919,1771.462442,1577.290263,1957.982515,2533.80346,2226.762724,1533.290655,1763.810336,1846.070471,3320.057308,3313.361716,2037.373111,1752.332178,1735.11494,1802.070864,1872.852841,1930.243632,1976.156266,1914.939421,3571.620279,1793.462245,3395.621851,3537.185804,1771.462442,1564.855591,1649.985266,1756.15823,3286.579346,1942.678304,1778.158034,1649.028752,1936.939225,2550.064184,2586.411686,1820.244615,1908.243829,3250.231845,2005.808175,1995.28653,2692.584651,1938.852251,1568.681644,1984.764885,1934.069685,3696.923508,1895.809157,1711.20211,1573.46421,2554.84675,1579.203289,1988.590937,1975.199753,1754.245204,1939.808764,1843.200931,3246.405792,2889.626369,1604.072632,2076.590152,1933.113172
2014-02,3387.847756,3105.047788,1757.19438,1923.039785,2045.746212,2566.289882,2150.238403,1874.148943,1772.532683,2318.001096,1580.803891,2539.447851,1919.205209,1835.803184,1828.134033,1710.220825,1554.920504,3306.36302,1668.999135,1564.506944,1903.866906,1745.690652,1882.776738,3344.708778,1768.698107,1906.742837,1680.502863,1938.378088,2507.812601,3300.611156,1668.040491,1780.201835,1870.314367,2031.366552,1861.686571,2214.467549,3557.527737,1918.246565,1962.344187,3619.839595,1862.645215,2863.46951,1538.623557,1777.325903,1585.597111,1564.506944,1796.498782,1586.555755,1968.096051,2551.910223,2253.771951,1536.706269,1782.119123,1868.397079,3340.874202,3345.667422,2044.787568,1778.284547,1760.070311,1811.837085,1903.866906,1919.205209,1994.938082,1910.577413,3589.162988,1811.837085,3432.904022,3573.824685,1771.574039,1576.010671,1645.033036,1765.822175,3337.039626,1919.205209,1771.574039,1655.57812,1937.419444,2569.165814,2600.801065,1807.043866,1861.686571,3277.603701,1962.344187,1970.013339,2684.203089,1941.25402,1581.762535,1950.84046,1923.998429,3761.718901,1882.776738,1736.104212,1575.052027,2591.214625,1583.679823,1981.517066,1983.434354,1754.318448,1915.370633,1849.2242,3255.55489,2896.063405,1616.273717,2085.050614,1923.039785
2014-03,3378.307038,3108.00427,1760.310962,1930.324717,2050.671533,2557.847398,2147.140012,1876.837243,1785.144431,2344.852637,1574.059937,2560.712799,1912.177181,1847.228106,1850.093507,1730.701824,1549.226468,3306.672029,1679.124618,1555.912402,1898.805313,1768.907163,1881.612911,3332.460632,1780.368764,1894.984779,1707.778621,1946.561986,2512.000992,3301.896362,1673.393817,1785.144431,1900.71558,2012.466194,1862.510242,2256.025226,3524.442457,1926.504183,1986.677591,3580.795331,1852.958907,2890.233841,1532.989199,1811.888168,1578.835605,1560.688069,1806.157368,1591.25234,1952.292787,2550.206331,2251.249559,1519.61733,1785.144431,1855.824307,3324.819564,3358.249235,2025.838063,1787.054698,1769.862296,1808.067634,1899.760446,1925.54905,1983.812191,1916.952849,3576.019664,1821.439503,3421.288044,3539.724592,1774.637963,1574.059937,1649.515481,1755.535294,3360.159502,1912.177181,1782.279031,1665.752749,1941.786318,2582.680868,2599.87327,1808.067634,1837.676772,3270.376957,1910.266914,1977.126256,2654.315878,1945.606852,1578.835605,1935.100384,1916.952849,3741.257752,1886.388578,1749.804494,1572.149671,2613.245139,1568.329137,2001.004593,1969.485189,1743.118559,1906.446381,1863.465375,3235.992153,2939.900781,1623.726877,2060.222867,1931.27985
2014-04,3350.42774,3110.702152,1770.722072,1956.963067,2057.24668,2565.350316,2158.485374,1887.242079,1787.913549,2370.513583,1561.559109,2594.002777,1922.580114,1868.140439,1855.724373,1743.024694,1552.963371,3310.314295,1700.046003,1551.053207,1909.208966,1790.778795,1891.062407,3329.415936,1804.149943,1899.658146,1743.024694,1942.636837,2526.191953,3308.404131,1689.5401,1790.778795,1913.984376,2001.851922,1889.152243,2290.286693,3501.3307,1947.412247,2034.324711,3569.141524,1851.904044,2873.84181,1539.592223,1825.161748,1565.379437,1568.244683,1807.970271,1608.358128,1945.502083,2557.70966,2243.487674,1511.894844,1795.554205,1869.095521,3320.820197,3378.125119,2013.312907,1790.778795,1775.497483,1814.655846,1910.164048,1948.367329,1982.750282,1939.771591,3575.827098,1835.66765,3396.271677,3514.701848,1791.733877,1567.289601,1667.573214,1758.306006,3387.675939,1925.44536,1812.745681,1682.854526,1956.007985,2608.329007,2624.565402,1834.712568,1833.757486,3268.290686,1881.511587,2004.717168,2657.993273,1962.693559,1566.334519,1943.591919,1919.714868,3726.730058,1899.658146,1756.395842,1586.391242,2653.217863,1555.828617,2042.920449,1960.783395,1758.306006,1929.265688,1891.062407,3234.862815,3004.688047,1638.920753,2044.830613,1948.367329
2014-05,3331.672064,3077.875647,1782.278208,1957.17911,2075.047109,2553.172943,2162.49756,1871.629756,1779.426563,2355.45888,1537.987275,2586.442136,1929.613207,1872.580304,1833.607821,1729.047499,1541.789469,3303.155613,1707.184887,1541.789469,1918.206626,1784.179305,1899.195659,3320.265484,1823.151789,1904.898949,1746.15737,1924.860465,2527.508137,3296.501774,1705.28379,1790.833144,1903.948401,1994.250497,1908.701143,2253.750204,3519.880643,1968.58569,2065.541625,3561.704772,1841.212208,2842.13965,1545.591662,1807.943015,1548.443307,1556.047695,1800.338628,1602.624565,1935.316497,2543.667459,2235.689785,1498.064243,1805.09137,1879.234143,3312.661097,3348.781935,2006.607626,1785.129854,1768.970531,1806.041918,1911.552788,1961.931852,1979.992271,1942.920884,3609.232191,1848.816595,3358.287419,3486.61145,1803.190273,1548.443307,1678.668435,1751.86066,3363.990709,1936.267046,1837.410014,1691.025564,1952.426368,2608.304749,2618.760781,1856.420982,1828.855079,3244.221614,1862.124272,2019.915303,2638.722297,1961.931852,1546.542211,1943.871433,1912.503336,3681.473867,1906.800046,1753.761757,1580.761952,2654.881619,1539.888372,2060.788883,1948.624175,1763.267241,1925.811013,1897.294562,3218.556807,3009.436164,1637.794855,2030.371335,1952.426368
2014-06,3329.128479,3080.203918,1808.028395,1953.392738,2101.607362,2564.303015,2189.015986,1871.684676,1773.82502,2344.83136,1523.950365,2561.452734,1938.191238,1882.135707,1832.730832,1728.22052,1538.201772,3316.77726,1716.819395,1535.35149,1932.490675,1779.525583,1917.289175,3333.878948,1835.581113,1917.289175,1747.222395,1928.6903,2543.400953,3291.124729,1718.719583,1787.126333,1903.987863,2001.847519,1940.091425,2241.271142,3560.001259,1994.246769,2092.106424,3587.553977,1843.181863,2828.429076,1571.455053,1807.078301,1549.602896,1560.053928,1794.727082,1609.458802,1936.29105,2559.552546,2248.871892,1500.198022,1811.82877,1906.838144,3310.126604,3346.230166,2012.29855,1784.276051,1765.274176,1801.377739,1919.189363,1971.444519,1993.296675,1940.091425,3657.860914,1862.183738,3362.38176,3494.444791,1815.629145,1541.052053,1683.566114,1755.773239,3382.333729,1948.642269,1850.782613,1698.767614,1942.941707,2615.608077,2642.210702,1879.285426,1821.329707,3240.769761,1865.03402,2015.148831,2658.362296,1951.49255,1538.201772,1937.241144,1911.588613,3662.611383,1915.388988,1751.02277,1588.55674,2673.563796,1542.95224,2059.803237,1946.742081,1781.42577,1914.438894,1894.486926,3220.817792,2969.993044,1641.76199,2039.851268,1942.941707
2014-07,3363.327421,3082.258839,1840.239566,1918.103159,2143.147936,2569.498589,2208.667301,1882.969587,1778.518425,2328.31136,1528.785191,2527.718124,1958.934068,1893.414703,1844.03779,1741.48574,1537.331196,3390.864546,1720.595507,1536.38164,1953.236732,1791.812209,1952.287176,3391.814102,1867.77669,1939.942948,1739.586628,1941.84206,2547.6588,3307.303616,1737.687516,1792.761765,1911.456267,2029.201214,1979.824301,2203.919521,3620.657103,2030.15077,2115.610812,3649.143783,1844.03779,2863.860955,1594.304557,1811.752885,1562.969208,1562.019652,1798.459101,1606.648785,1961.782736,2563.801253,2261.842439,1502.197623,1835.491786,1948.488952,3319.647844,3359.529197,2032.999438,1788.963541,1769.022864,1804.156437,1944.690728,2019.705654,2017.806542,1979.824301,3710.864924,1877.272251,3406.057442,3532.348393,1826.945782,1542.078976,1686.411491,1768.073308,3395.612326,1979.824301,1857.331574,1709.200835,2002.613645,2612.22861,2647.362183,1883.919143,1861.129798,3256.027591,1904.809375,2034.89855,2659.706411,2033.948994,1547.776312,1962.732292,1938.043836,3722.259597,1924.750052,1753.829968,1587.657665,2674.899307,1550.62498,2120.358592,1969.379185,1798.459101,1940.892504,1897.212927,3235.137359,2978.757233,1637.034578,2058.63745,1940.892504
2014-08,3413.478207,3106.27468,1872.705096,1892.678081,2185.615191,2585.074887,2239.827578,1908.846688,1791.862063,2335.888124,1547.430773,2530.862499,1995.396288,1903.140121,1866.047435,1750.013904,1559.795001,3467.690595,1735.747486,1552.186245,1975.423304,1819.443804,1988.738627,3487.663579,1899.335743,1959.254697,1738.60077,1959.254697,2544.177822,3337.390646,1755.720471,1806.12848,1925.966389,2064.826188,2029.635691,2215.099121,3712.121885,2070.532755,2145.669221,3744.459098,1854.6343,2900.838265,1618.762861,1825.150371,1578.816892,1583.572364,1805.177386,1622.567239,2000.151761,2572.710658,2266.458225,1516.044654,1859.389773,2006.809423,3357.363631,3415.380396,2065.777282,1787.10659,1767.133605,1820.394898,1981.129871,2061.972904,2052.461959,2024.880218,3792.964918,1888.873703,3451.521988,3597.990543,1858.438679,1555.990623,1686.290572,1785.204401,3438.206665,1992.543005,1877.460569,1708.165745,2079.092606,2613.607722,2664.966826,1887.922608,1898.384648,3287.933732,1944.988279,2041.99992,2676.37996,2120.940764,1567.403758,1989.689721,1990.640816,3878.563424,1938.330618,1759.524849,1611.154105,2685.890905,1564.550474,2162.788923,2006.809423,1835.61241,1966.863453,1920.259822,3253.694329,3018.773984,1651.100075,2093.359023,1953.54813
2014-09,3483.872546,3126.259639,1885.076545,1902.196312,2240.787256,2599.351261,2253.151532,1924.07157,1800.428809,2366.332212,1565.507565,2548.943058,2050.567625,1912.658392,1889.832036,1767.140374,1578.822939,3542.840631,1750.971705,1576.920743,2009.670404,1870.810073,2021.083582,3609.417502,1948.800122,1984.941852,1757.629392,1962.115496,2560.356236,3381.153945,1777.602454,1822.304067,1929.778159,2111.437906,2098.122532,2262.662513,3789.175054,2114.291201,2176.112581,3813.903606,1894.587527,2954.110873,1619.72016,1842.277128,1582.627332,1594.991608,1811.841987,1625.426749,2044.861036,2587.938083,2256.955924,1534.121326,1895.538625,2081.002765,3411.589086,3454.388503,2113.340103,1791.868926,1776.651356,1831.815049,2025.839072,2106.682416,2083.85606,2078.149471,3873.82279,1897.440821,3480.068153,3672.189981,1897.440821,1564.556467,1698.661307,1798.526613,3453.437405,2012.523698,1907.902901,1726.243153,2155.188422,2613.617733,2676.390211,1891.734232,1950.702318,3325.990252,1983.990754,2072.442882,2693.509978,2209.401017,1580.725135,2032.49676,2037.25225,4087.819875,1960.2133,1769.04257,1622.573454,2693.509978,1575.018546,2206.547722,2052.469821,1874.614466,2014.425895,1960.2133,3278.435344,3083.460222,1681.54154,2153.286225,1987.795146
2014-10,3579.242937,3198.918587,1897.808971,1952.141021,2281.946096,2620.329916,2271.460964,1933.077144,1807.255555,2417.299624,1585.161386,2576.482998,2085.588161,1920.685624,1921.638818,1802.489585,1612.804008,3609.74514,1766.268219,1605.178457,2032.209305,1917.826042,2048.413601,3741.285893,1975.017674,1997.894326,1783.425708,1961.67296,2593.640488,3466.766061,1795.817228,1832.991789,1960.719766,2140.873405,2145.639374,2362.01438,3958.614092,2153.264925,2203.7842,3952.894929,1939.749501,3007.326622,1630.914691,1873.025931,1589.927355,1614.710395,1811.06833,1639.493436,2068.430672,2615.563946,2266.694994,1553.705988,1915.919655,2134.201048,3469.625643,3523.004499,2144.68618,1792.957647,1781.519321,1842.523727,2052.226376,2106.558426,2112.277589,2091.307324,4030.103631,1911.153685,3569.710998,3787.039198,1944.51547,1584.208192,1710.982975,1809.161942,3498.221459,2016.958203,1950.234633,1737.672403,2162.796864,2628.90866,2698.491812,1923.545205,1965.485735,3393.370134,1989.315582,2083.681774,2710.883332,2212.362944,1591.833743,2052.226376,2060.805121,4268.402096,1983.596418,1778.659739,1636.633854,2699.445006,1597.552906,2185.673516,2073.196641,1919.73243,2027.443336,2002.660296,3319.021013,3127.429048,1724.327689,2184.720322,2018.864591
2014-11,3665.510725,3268.230247,1916.519319,2058.200068,2311.885192,2630.666877,2294.65375,1938.537273,1814.087967,2495.687245,1611.139867,2615.35004,2102.235976,1942.366483,1954.811413,1843.76434,1650.389264,3683.69947,1781.539687,1646.560054,2045.755137,1954.811413,2063.943882,3863.672313,2012.249555,2003.633833,1823.66099,1976.829367,2642.154506,3566.908583,1814.087967,1851.422759,1996.932717,2162.546025,2173.076351,2501.431059,4098.211391,2174.990955,2224.770678,4094.382181,1969.170949,3077.727078,1655.175775,1896.415969,1597.737634,1643.688147,1814.087967,1656.133078,2081.175324,2645.983715,2289.867238,1581.463494,1950.982204,2168.289839,3513.299651,3583.182723,2161.588722,1801.643036,1793.027315,1859.081178,2071.602301,2124.25393,2135.741559,2122.339326,4180.539394,1935.665366,3681.784866,3901.007105,1994.06081,1619.755588,1739.418383,1827.4902,3547.762536,2060.114673,1995.018112,1754.735221,2174.990955,2657.471343,2735.970137,1970.128251,2010.33495,3479.794068,2014.164159,2125.211233,2742.671253,2231.471794,1604.438751,2094.577557,2073.516906,4370.08526,2015.121462,1791.11271,1657.09038,2716.82409,1622.627495,2196.051607,2086.919139,1966.299042,2064.901184,2048.627044,3388.850344,3174.414616,1787.283501,2216.154957,2061.071975
2014-12,3732.109629,3343.408342,1933.885113,2156.137581,2341.829038,2652.59764,2324.510663,1948.317092,1820.353549,2552.535923,1624.078642,2654.521904,2091.674744,1956.014147,1975.256785,1877.119331,1665.450314,3754.238662,1778.019746,1656.791127,2050.303073,1963.711202,2066.659315,3964.945548,2013.742061,2004.120742,1836.709792,1991.613027,2667.029619,3665.722528,1822.277813,1855.952429,2037.795358,2167.683164,2169.607428,2593.907595,4228.569688,2180.190879,2249.464375,4223.759028,1973.332521,3083.63273,1676.995897,1927.15019,1610.608796,1651.980467,1807.845835,1662.563918,2087.826217,2661.256827,2308.154421,1592.32829,1955.052015,2168.645296,3559.888019,3632.047912,2162.872505,1802.073043,1792.451724,1868.460144,2066.659315,2157.099713,2150.36479,2155.175449,4282.449074,1951.203487,3811.966576,3994.771637,2033.94683,1632.737829,1760.701372,1836.709792,3587.789844,2114.76591,2030.098303,1771.284823,2178.266615,2690.120784,2776.712655,1997.385818,2065.697183,3557.963755,2058.000128,2176.342351,2756.507885,2246.57798,1612.53306,2138.819207,2075.318502,4437.352309,2026.249775,1795.33812,1665.450314,2743.038039,1629.851434,2224.448946,2090.712612,2003.15861,2107.068855,2076.280634,3451.167115,3224.103987,1813.618626,2222.524682,2114.76591
2015-01,3748.976712,3373.214114,1935.51374,2239.199113,2352.600613,2658.208046,2335.302079,1936.474769,1827.878418,2598.624207,1625.101159,2690.883054,2082.551278,1967.227719,1965.305659,1870.163723,1667.386464,3776.846572,1773.099727,1662.581316,2047.95421,1942.240947,2063.330685,3994.039276,2035.460825,2006.629935,1821.15121,2003.746846,2668.779372,3692.275962,1827.878418,1861.514456,2030.655676,2147.901295,2165.199829,2649.558779,4250.634196,2179.615274,2259.380736,4278.504056,1957.617422,3056.074326,1682.762939,1923.981384,1608.763655,1653.932049,1813.462973,1659.698227,2071.018922,2661.091135,2307.432219,1597.231299,1956.656392,2158.472621,3580.796521,3641.34139,2143.096147,1810.579884,1800.008557,1861.514456,2054.681418,2169.043948,2136.368939,2169.043948,4293.880531,1956.656392,3862.378212,4025.753255,2034.499795,1638.555574,1769.255608,1833.644595,3591.367848,2145.018206,2028.733617,1782.710023,2159.433651,2728.363211,2807.167643,1990.29243,2109.460109,3566.381076,2105.61599,2216.134401,2761.038219,2237.277054,1612.607773,2176.732185,2049.876269,4438.03498,2013.357142,1798.086498,1667.386464,2776.414694,1626.062188,2244.004261,2081.590248,2007.590964,2152.706443,2071.979952,3478.927377,3242.51408,1811.540913,2197.874837,2135.407909
2015-02,3765.216853,3394.537911,1938.64129,2279.627604,2357.211568,2655.09568,2345.717648,1923.316062,1846.689924,2620.613918,1627.347605,2710.64963,2081.357472,1962.586958,1948.219557,1862.015152,1665.660674,3805.445576,1771.021613,1662.787193,2060.285284,1929.063023,2073.694858,4027.661376,2063.158764,2021.972215,1804.545549,2009.520468,2681.914828,3708.705076,1833.28035,1874.466899,2010.478294,2140.742729,2170.435357,2669.463081,4302.557645,2187.676238,2264.302376,4320.756353,1962.586958,3029.605929,1674.281114,1919.484755,1609.148897,1656.082406,1839.985137,1656.082406,2069.863551,2666.5896,2308.362405,1603.401936,1966.418265,2149.363169,3603.344137,3634.952419,2137.869249,1845.732098,1832.322524,1853.394711,2047.833536,2182.887105,2134.995768,2180.013624,4300.641992,1966.418265,3862.915179,4059.269657,2024.845695,1640.757179,1776.768574,1832.322524,3570.778028,2159.899263,2012.393948,1799.756415,2135.953595,2763.3301,2827.50449,1974.080879,2143.616209,3567.904548,2143.616209,2243.230188,2776.739674,2222.158,1611.06455,2205.874946,2019.098735,4458.683401,2004.731334,1812.208162,1660.87154,2793.022728,1631.178911,2259.513243,2082.315299,1997.06872,2193.423199,2058.36963,3491.27841,3270.020437,1790.178148,2183.844931,2139.784902
2015-03,3782.266635,3399.736508,1949.947325,2286.573837,2345.866007,2656.671735,2359.254561,1935.602445,1872.484974,2652.846434,1642.010572,2730.308785,2090.527146,1971.942807,1964.292204,1878.222926,1676.438284,3818.606997,1781.634069,1673.569308,2074.269616,1927.951842,2085.74552,4062.469953,2111.566303,2033.147627,1795.978948,2020.715398,2708.313302,3713.411212,1834.231961,1902.131059,2010.19582,2144.081364,2171.814799,2691.099447,4324.503091,2187.116004,2246.408173,4357.974477,1998.719916,3074.585899,1660.180753,1936.55877,1620.971415,1669.744006,1874.397624,1665.918705,2080.963893,2683.448844,2327.695825,1628.622018,1991.069313,2145.03769,3646.46844,3657.944344,2139.299738,1883.004552,1870.572323,1863.878046,2055.14311,2187.116004,2141.212388,2185.203353,4312.070862,1986.287687,3838.689829,4071.076881,2014.021121,1657.311777,1790.240996,1848.576841,3577.613017,2145.03769,1994.894615,1827.537684,2129.736485,2799.164208,2852.718425,1961.423228,2152.688292,3575.700366,2164.164196,2258.840403,2801.076858,2208.155161,1622.884066,2227.281667,1999.676241,4498.554299,2006.370518,1832.31931,1672.612982,2802.989509,1652.530151,2270.316306,2092.439797,1993.938289,2216.762089,2056.099435,3500.150666,3287.846445,1792.153647,2183.290702,2109.653653
