Date,Upper West Side,Upper East Side,East Brooklyn,Washington Heights,Astoria-Long Island City,Williamsburg,Bedford-Stuyvesant,Flatbush,Jamaica,Harlem,Williams Bridge,East Harlem,Corona,Sunset Park,Borough Park,Bensonhurst,Soundview,Lower East Side,Canarsie,South Bronx,Flushing,Gravesend-Sheepshead Bay,Forest Hills,East Village,Ridgewood,Jackson Heights,Mapleton-Flatlands,Queens Village,Park Slope,Gramercy,Brownsville,Woodhaven-Richmond Hill,Bay Ridge,Bayside,Maspeth,Hamilton Heights,Chelsea,Woodside,Sunny Side,Greenwich Village,Coney Island,Morningside Heights,Parkchester,Dyker Heights,Wakefield-Williamsbridge,Morris Park,Saintalbans,Throggs Neck,Whitestone,Fort Green,Greenwood,Kings Bridge,Glendale,Middle Village,Clinton,Financial District,Auburndale,Laurelton,Rosedale,Howard Beach,College Point,Ettingville,Douglastown-Little Neck,Great Kills,West Village,Nkew Gardens,North Sutton Area,Midtown,Port Richmond,Baychester,Spuyten Duyvil,The Rockaways,Battery Park,Ardon Heights,Mariners Harbor,Riverdale,Oakwood,Carroll Gardens,Boerum Hill,Rosebank,Rossville,Murray Hill,Tottensville,Huguenot,Downtown,Richmondtown,Eastchester,Prince's Bay,Midland Beach,Little Italy,South Beach,Springfield Gardens,Country Club,Cobble Hill,Woodlawn-Nordwood,Annandale,Clearview,New Brighton,Woodrow,Westerleigh-Castleton,Garment District,Todt Hill,City Island,Utopia,Bloomfield-Chelsea-Travis
2012-10,3212.756285,3120.963249,1598.565969,1854.414646,1785.081608,2348.53461,1746.020741,1626.885098,1610.284229,2226.469401,1561.458146,2448.13982,1687.429441,1681.570311,1655.204226,1637.626836,1552.669451,3221.54498,1595.636404,1564.387711,1725.513786,1625.908576,1658.133791,3250.84063,1613.213794,1698.171179,1570.246841,1679.617268,2343.652002,3188.343244,1569.270319,1606.378143,1705.983353,1833.907691,1690.359006,2192.291143,3380.718012,1738.208568,1704.030309,3423.684966,1661.063356,2680.551977,1548.763364,1667.899008,1577.082493,1525.326844,1622.979011,1569.270319,1769.457261,2347.558088,1992.104201,1538.021626,1617.119881,1699.147701,3237.169327,3347.516276,1815.35378,1633.720749,1638.603358,1612.237273,1707.936396,1753.832914,1794.846825,1769.457261,3386.577142,1621.025968,3283.065846,3372.905839,1717.701613,1534.115539,1667.899008,1600.519013,3388.530186,1778.245956,1723.560743,1677.664224,1802.658998,2270.412877,2377.83026,1792.893781,1774.33987,3116.08064,1722.584221,1725.513786,2494.036338,1801.682476,1551.692929,1709.889439,1760.668566,3519.384089,1803.63552,1613.213794,1537.045104,2276.272007,1591.730318,1771.410305,1773.363348,1761.645088,1729.419873,1718.678134,3156.118029,2591.688505,1594.659883,1855.391168,1764.574653
2012-11,3193.125391,3104.264715,1612.186551,1837.755959,1812.367194,2344.554759,1749.871774,1643.434261,1624.880933,2195.151645,1569.220949,2424.627017,1686.399862,1673.70548,1636.598824,1614.139532,1567.267967,3223.39661,1623.904442,1570.19744,1744.989319,1624.880933,1660.034607,3234.138011,1622.927951,1703.000208,1596.562695,1695.188281,2354.319669,3159.924699,1586.797786,1617.069005,1700.070736,1874.862615,1698.117754,2153.162534,3346.434469,1749.871774,1715.694591,3395.259016,1673.70548,2655.07888,1540.902712,1630.739878,1559.456039,1540.902712,1643.434261,1567.267967,1790.884393,2380.684924,1999.853456,1537.973239,1634.645842,1705.929681,3231.208538,3367.91727,1865.097705,1652.222679,1649.293206,1621.95146,1714.7181,1800.649303,1823.108595,1816.273158,3364.987797,1624.880933,3240.973447,3362.058324,1740.106864,1542.855693,1665.893553,1612.186551,3404.047435,1788.931412,1742.059846,1658.081625,1867.050687,2308.424594,2400.214743,1811.390703,1782.095975,3080.828932,1735.22441,1724.483009,2536.923476,1861.191742,1550.667621,1707.882663,1780.142993,3509.508457,1815.296667,1630.739878,1541.879202,2304.518631,1588.750768,1807.48474,1796.743339,1792.837375,1739.130373,1743.036337,3138.441898,2555.476804,1585.821295,1882.674542,1767.448611
2012-12,3203.297892,3090.678125,1622.703946,1855.777898,1836.191852,2376.766733,1756.868364,1664.813946,1642.289992,2213.223245,1567.863016,2423.773244,1696.15162,1685.379294,1648.165806,1620.745341,1568.842318,3243.449287,1631.517667,1557.09069,1763.72348,1643.269295,1678.524178,3238.552776,1642.289992,1718.675573,1609.973016,1713.779062,2401.249291,3157.270683,1589.407667,1637.393481,1721.61348,1909.639526,1714.758364,2166.216734,3345.296729,1764.702782,1736.303015,3388.386031,1697.130922,2713.646731,1538.483946,1634.455574,1561.0079,1542.401156,1663.834643,1567.863016,1811.709294,2435.524872,2011.486967,1535.546039,1659.917434,1722.592783,3251.283706,3375.6551,1896.908596,1668.731155,1669.710457,1637.393481,1722.592783,1842.067666,1841.088363,1855.777898,3382.510217,1642.289992,3211.132311,3356.069054,1775.475108,1534.566737,1666.77255,1631.517667,3406.992775,1809.750689,1779.392317,1664.813946,1916.494642,2387.539059,2463.92464,1820.523015,1802.895573,3082.843706,1748.054643,1744.137434,2593.192546,1908.660224,1550.235574,1731.406504,1808.771387,3514.71603,1829.336736,1646.207202,1548.276969,2366.97371,1583.531853,1845.984875,1828.357433,1826.398829,1764.702782,1789.18534,3145.519055,2586.33743,1564.925109,1915.51534,1757.847666
2013-01,3197.30332,3069.645065,1633.246073,1864.20032,1833.016624,2398.221112,1771.623723,1676.123654,1636.169544,2220.863842,1548.465399,2413.81296,1702.434898,1677.098145,1640.067506,1610.832791,1555.286833,3218.742111,1638.118525,1539.694985,1763.827799,1659.557316,1690.741012,3223.614563,1633.246073,1729.720632,1621.552187,1697.562445,2427.455827,3144.680833,1589.394,1633.246073,1722.899198,1911.950355,1719.975727,2165.317884,3319.114632,1761.878818,1743.363499,3354.19629,1707.30735,2762.680558,1529.95008,1625.450149,1542.618456,1537.746004,1649.812411,1565.031738,1830.093153,2455.716052,2012.322876,1522.154156,1657.608335,1734.593084,3239.206411,3327.885046,1909.026883,1654.684863,1660.531806,1634.220563,1727.771651,1872.970735,1837.889077,1875.894206,3379.533043,1644.939958,3172.941057,3298.650331,1792.088023,1527.026608,1657.608335,1625.450149,3346.400366,1829.118662,1797.934966,1664.429768,1931.440165,2427.455827,2494.695672,1840.812548,1815.475795,3081.338951,1755.057385,1767.725761,2614.558003,1921.69526,1532.873551,1767.725761,1849.582963,3456.517792,1852.506434,1638.118525,1551.388871,2408.940508,1559.184795,1875.894206,1842.761529,1851.531944,1781.368628,1824.24621,3140.782871,2625.277398,1552.363361,1931.440165,1746.28697
2013-02,3165.93024,3053.518881,1634.810014,1902.271521,1819.901129,2408.122634,1793.736417,1680.355995,1625.119379,2256.948738,1530.151163,2443.977981,1698.7682,1690.046629,1639.655331,1599.92373,1540.81086,3176.589937,1625.119379,1533.058353,1754.004816,1662.912853,1691.984756,3195.002143,1620.274062,1730.747293,1618.335935,1674.541614,2441.070791,3112.631751,1589.264032,1626.088443,1725.901976,1904.209648,1721.056659,2192.990552,3287.063169,1757.88107,1743.345118,3304.506311,1703.613517,2787.9955,1531.120226,1630.93376,1529.182099,1521.429592,1629.964696,1565.037446,1838.313335,2459.482996,2016.621007,1510.769894,1649.345965,1745.283245,3218.259665,3293.846613,1907.116839,1630.93376,1645.469711,1636.74814,1724.932913,1886.766506,1827.653637,1881.921189,3370.402624,1644.500648,3131.043956,3227.950299,1808.272368,1523.367719,1649.345965,1625.119379,3298.69193,1859.63273,1816.993939,1664.85098,1933.281551,2442.039854,2506.967104,1860.601794,1845.096779,3066.116706,1785.014846,1806.334241,2631.007224,1927.467171,1519.491465,1821.839256,1880.952126,3401.412654,1870.292428,1626.088443,1557.284939,2434.287347,1535.965543,1896.457141,1848.003969,1870.292428,1817.963003,1854.787413,3132.982083,2695.934474,1556.315875,1928.436234,1767.571704
2013-03,3175.09818,3063.81007,1644.160868,1911.252333,1818.350954,2436.72576,1826.092736,1695.450171,1619.967801,2273.180623,1527.066421,2464.789718,1711.901457,1704.159676,1651.90265,1594.80701,1536.743648,3164.453231,1635.451364,1537.711371,1757.384424,1675.127995,1702.22423,3168.324121,1612.226019,1747.707197,1627.709582,1662.547599,2451.2416,3110.260759,1597.710179,1626.74186,1738.02997,1915.123224,1738.997693,2203.504589,3276.709064,1769.964819,1754.481256,3291.224904,1704.159676,2765.751478,1539.646817,1638.354532,1532.872758,1511.582858,1620.935523,1570.613943,1856.09214,2471.563777,2036.088562,1514.486026,1648.999482,1768.029374,3201.226693,3297.031241,1923.832729,1617.064633,1633.515918,1644.160868,1737.062247,1900.607384,1840.608576,1885.123821,3369.610443,1641.2577,3141.227886,3224.452038,1815.447786,1526.098699,1647.064036,1633.515918,3303.8053,1890.930157,1820.2864,1677.06344,1937.380846,2447.37071,2520.917635,1896.736493,1876.414316,3084.132247,1848.350358,1840.608576,2654.463367,1935.445401,1521.260085,1875.446594,1907.381443,3378.319947,1886.091543,1619.000078,1564.807607,2460.918827,1530.937312,1913.187779,1859.96303,1895.76877,1855.124417,1868.672535,3146.066499,2742.526133,1573.517111,1931.57451,1812.544618
2013-04,3202.215157,3107.147878,1654.9467,1938.208386,1831.500217,2450.407599,1848.961554,1712.181082,1633.605066,2303.926385,1540.477937,2496.971164,1723.821973,1731.582567,1686.959151,1612.263432,1549.208605,3173.112929,1651.066403,1558.909348,1765.535167,1687.929225,1718.971602,3161.472037,1620.994101,1755.834424,1643.305809,1665.617517,2466.898862,3132.369809,1611.293358,1645.245957,1758.744647,1938.208386,1751.954127,2229.230666,3313.773697,1778.146132,1769.415464,3323.47444,1702.480339,2759.861291,1558.909348,1659.797071,1545.328308,1516.22608,1633.605066,1575.40061,1870.303188,2495.031016,2068.198338,1532.717342,1659.797071,1783.966578,3211.915899,3316.68392,1947.909129,1627.784621,1644.275883,1669.497814,1747.103756,1917.836827,1864.482742,1886.79445,3406.900827,1654.9467,3198.33486,3275.940801,1848.961554,1541.448011,1665.617517,1655.916774,3341.905851,1928.507644,1851.871776,1710.240933,1936.268238,2479.509827,2550.325249,1906.195935,1917.836827,3117.818695,1922.687198,1895.525118,2682.255349,1940.148535,1536.59764,1935.298163,1909.106158,3415.631495,1880.00393,1631.664918,1570.550239,2490.180644,1540.477937,1937.238312,1866.42289,1911.046307,1902.315638,1893.58497,3161.472037,2765.681736,1593.832021,1938.208386,1860.602445
2013-05,3264.316085,3149.013736,1665.586034,1917.507133,1841.930803,2467.857841,1876.812186,1745.038073,1642.331779,2303.1402,1552.22154,2476.578187,1737.286655,1759.571983,1732.442018,1636.518215,1568.693304,3211.025083,1663.64818,1571.600086,1774.105892,1702.405272,1736.317727,3206.180446,1628.766797,1759.571983,1664.617107,1673.337453,2473.671405,3192.615464,1624.891088,1653.958907,1780.888383,1939.792461,1754.727346,2251.787053,3388.338779,1779.919456,1774.105892,3417.406599,1708.218836,2774.038869,1572.569013,1685.933508,1552.22154,1534.780848,1646.207488,1582.258286,1879.718968,2513.397425,2098.696539,1550.283685,1665.586034,1792.515511,3242.030757,3332.140996,1943.66817,1644.269634,1652.989979,1681.088871,1759.571983,1929.134261,1882.62575,1892.315023,3478.449019,1663.64818,3296.290686,3364.115597,1870.998623,1555.128322,1680.119944,1661.710325,3355.395251,1956.264225,1871.96755,1729.535236,1930.103188,2527.931334,2589.942682,1886.501459,1953.357443,3172.267991,1981.456335,1942.699243,2705.245031,1935.916752,1547.376903,1984.363117,1902.004296,3501.703274,1849.682222,1639.424997,1579.351504,2530.838116,1555.128322,1961.108862,1874.874332,1902.973224,1937.854606,1903.942151,3186.8019,2739.157486,1608.419323,1917.507133,1890.377169
2013-06,3295.798428,3170.152154,1686.559606,1900.158273,1859.564861,2474.265096,1903.057802,1765.81341,1648.865724,2297.393802,1565.745881,2453.96839,1760.014351,1779.344547,1755.181802,1653.698273,1583.143057,3233.941801,1668.19592,1577.343999,1785.143606,1712.655371,1754.215292,3247.472938,1641.133646,1760.014351,1673.028469,1678.827528,2468.466037,3223.310193,1644.999685,1655.631293,1789.009645,1932.053096,1764.8469,2268.398508,3434.00933,1788.043136,1788.043136,3476.535761,1713.621881,2827.041174,1576.377489,1701.057253,1556.080783,1554.147763,1654.664783,1587.975606,1881.794586,2520.657566,2122.455527,1561.879842,1669.16243,1804.473802,3255.205017,3332.525801,1924.321018,1658.530822,1661.430351,1688.492626,1775.478508,1945.584233,1887.593645,1912.7229,3513.263134,1676.894508,3369.253173,3433.04282,1899.191763,1566.712391,1687.526116,1662.396861,3344.123918,1968.780469,1899.191763,1729.086038,1940.751684,2558.351449,2604.743919,1864.39741,1972.646508,3192.381879,2010.34039,1982.311606,2703.327919,1946.550743,1558.013802,2011.3069,1900.158273,3568.354193,1825.737018,1646.932704,1591.841646,2558.351449,1565.745881,1986.177645,1876.962037,1885.660626,1960.08188,1917.555449,3193.348389,2747.78737,1630.502038,1889.526665,1906.923841
2013-07,3320.396645,3154.42506,1713.753107,1931.83205,1886.479349,2509.837743,1938.586707,1785.159486,1661.645749,2302.373262,1568.045495,2440.361265,1778.404829,1809.283263,1767.790367,1661.645749,1594.099174,3222.936586,1674.190113,1573.835201,1800.598704,1716.64796,1766.825416,3248.025314,1651.031287,1766.825416,1675.155064,1700.243792,2488.608819,3225.831439,1662.6107,1663.575651,1813.143068,1923.14749,1775.509976,2298.513458,3440.050578,1804.458508,1809.283263,3488.298132,1742.701639,2850.465472,1572.87025,1718.577862,1562.255788,1560.325886,1673.225162,1596.994027,1878.759741,2546.505884,2155.700699,1561.290837,1675.155064,1812.178116,3273.114042,3331.011107,1913.497979,1678.049917,1671.29526,1689.62933,1793.844046,1959.815631,1889.374202,1937.621756,3520.141517,1688.664379,3363.819443,3448.735138,1920.252637,1569.010446,1671.29526,1664.540602,3314.606938,1978.149701,1918.322735,1697.348939,1961.745533,2602.473046,2639.141187,1883.584496,1982.009505,3196.882907,2011.922989,2008.063184,2722.126979,1954.025924,1560.325886,2013.852891,1928.937196,3566.459169,1852.706062,1657.785945,1610.503342,2611.157606,1573.835201,2002.273478,1884.549447,1892.269056,1969.465141,1937.621756,3202.672614,2821.51694,1651.996238,1867.180328,1930.867099
